age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
76,Private,1208554,5th-6th,6,Married-spouse-absent,Protective-serv,Husband,Asian-Pac-Islander,Female,56326,4324,18,India,>50K
18,Self-emp-not-inc,843346,Some-college,1,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,96895,3923,97,Philippines,<=50K
17,Federal-gov,916782,11th,12,Married-spouse-absent,Farming-fishing,Other-relative,Other,Male,21498,267,89,Philippines,>50K
64,Without-pay,790188,Bachelors,6,Widowed,Protective-serv,Husband,Asian-Pac-Islander,Male,70198,4221,56,Japan,>50K
28,Federal-gov,278517,Assoc-acdm,4,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,27197,1725,31,Mexico,>50K
85,Self-emp-inc,975154,Masters,8,Married-AF-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,20719,1112,59,Puerto-Rico,>50K
53,Self-emp-inc,1377133,Masters,13,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,90201,2675,2,Canada,<=50K
48,Federal-gov,157084,Assoc-voc,11,Separated,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,25032,4784,97,Canada,<=50K
25,Self-emp-inc,725475,Masters,9,Married-AF-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Male,59624,1280,39,Japan,>50K
35,Private,602004,Masters,4,Never-married,Protective-serv,Wife,White,Female,78177,1232,61,Mexico,>50K
64,State-gov,900179,Some-college,10,Married-spouse-absent,Prof-specialty,Unmarried,Other,Female,41964,4376,63,India,>50K
19,Self-emp-inc,768013,9th,12,Married-civ-spouse,Protective-serv,Own-child,Black,Male,30028,4538,96,Canada,<=50K
36,Local-gov,711738,Doctorate,10,Married-AF-spouse,Exec-managerial,Wife,White,Female,54646,1863,18,England,>50K
40,Self-emp-inc,1272078,Assoc-acdm,6,Married-spouse-absent,Adm-clerical,Unmarried,Black,Male,81187,4932,17,United-States,>50K
70,Self-emp-not-inc,164539,Doctorate,1,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,8536,4484,98,Mexico,<=50K
49,Private,444226,HS-grad,4,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Female,56747,616,39,Canada,>50K
40,Self-emp-not-inc,1190575,Prof-school,7,Married-AF-spouse,Tech-support,Not-in-family,White,Female,45712,146,71,Mexico,>50K
88,Self-emp-not-inc,1183369,9th,12,Widowed,Machine-op-inspct,Wife,Black,Male,6273,4616,54,Philippines,<=50K
52,Local-gov,1438897,Doctorate,16,Married-AF-spouse,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,71820,4725,94,Puerto-Rico,>50K
54,Private,32289,11th,15,Widowed,Other-service,Husband,Other,Male,91228,3677,76,Canada,>50K
41,Private,720336,11th,1,Married-spouse-absent,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,74353,288,35,Puerto-Rico,<=50K
34,Never-worked,718956,Doctorate,8,Separated,Transport-moving,Wife,Amer-Indian-Eskimo,Female,94491,1409,11,Cambodia,>50K
82,Private,1325944,5th-6th,12,Married-AF-spouse,Priv-house-serv,Wife,Asian-Pac-Islander,Female,92091,13,61,United-States,<=50K
70,Private,106365,Doctorate,10,Married-AF-spouse,Priv-house-serv,Own-child,Black,Female,85914,256,44,Japan,>50K
51,Private,774950,Masters,12,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,50830,1721,68,Puerto-Rico,>50K
77,Local-gov,195211,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,17127,1423,25,Canada,>50K
57,Self-emp-inc,1248361,Bachelors,6,Married-AF-spouse,Farming-fishing,Wife,Other,Male,83488,4953,48,Germany,>50K
49,Never-worked,1141164,7th-8th,5,Widowed,Protective-serv,Not-in-family,Black,Male,11539,2990,32,Japan,>50K
84,Self-emp-not-inc,83646,9th,10,Divorced,Transport-moving,Own-child,Asian-Pac-Islander,Male,46761,1195,84,Japan,<=50K
49,Private,285798,9th,11,Widowed,Machine-op-inspct,Unmarried,Other,Female,46219,4559,95,India,>50K
30,Without-pay,749532,Doctorate,15,Married-spouse-absent,Protective-serv,Unmarried,White,Male,14692,4365,4,Puerto-Rico,>50K
37,Self-emp-inc,943945,12th,14,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Female,83656,1244,38,Germany,<=50K
64,Self-emp-inc,1188311,Assoc-acdm,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,13334,3223,63,Puerto-Rico,<=50K
36,Self-emp-not-inc,175683,Assoc-voc,2,Married-spouse-absent,Priv-house-serv,Wife,Asian-Pac-Islander,Male,28615,3470,47,India,>50K
24,Local-gov,926323,Assoc-acdm,5,Married-spouse-absent,Farming-fishing,Husband,Asian-Pac-Islander,Female,7903,4167,1,United-States,<=50K
23,Federal-gov,652259,Preschool,6,Married-spouse-absent,Armed-Forces,Unmarried,Other,Female,28527,3969,3,Canada,>50K
83,Federal-gov,556437,7th-8th,7,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,15629,1306,86,Philippines,<=50K
33,Self-emp-inc,1430822,11th,16,Married-spouse-absent,Handlers-cleaners,Husband,Black,Male,58008,2121,62,Philippines,<=50K
49,State-gov,1389909,Doctorate,16,Married-civ-spouse,Farming-fishing,Wife,White,Male,83276,2402,64,Puerto-Rico,>50K
64,State-gov,586956,11th,5,Married-spouse-absent,Exec-managerial,Own-child,Other,Male,99318,496,17,India,<=50K
75,Self-emp-not-inc,1475465,11th,9,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,26708,3399,78,Mexico,>50K
38,Federal-gov,1014170,12th,1,Divorced,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,10860,3606,62,Canada,<=50K
46,Self-emp-inc,632492,11th,7,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,17438,909,35,Puerto-Rico,<=50K
54,Local-gov,231830,7th-8th,10,Married-spouse-absent,Sales,Unmarried,Black,Female,67300,372,13,Mexico,<=50K
67,Federal-gov,1265077,1st-4th,7,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,71545,4457,35,Canada,>50K
70,Self-emp-inc,1485461,HS-grad,4,Divorced,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,20842,1344,43,Mexico,>50K
24,Self-emp-inc,185140,10th,9,Married-AF-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,60213,323,2,Japan,<=50K
43,Private,1209083,Assoc-voc,14,Separated,Handlers-cleaners,Not-in-family,White,Female,42372,2431,56,Puerto-Rico,>50K
43,Local-gov,245160,Doctorate,12,Never-married,Prof-specialty,Wife,Other,Female,98971,4670,77,India,>50K
37,Private,1251897,5th-6th,16,Separated,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,68906,4831,51,Canada,>50K
46,Self-emp-not-inc,581672,7th-8th,16,Divorced,Exec-managerial,Husband,Black,Female,38744,2784,54,Philippines,<=50K
44,Private,541998,Masters,11,Married-civ-spouse,Tech-support,Husband,White,Female,57442,2393,16,Puerto-Rico,>50K
80,Without-pay,626217,1st-4th,5,Divorced,Tech-support,Wife,Asian-Pac-Islander,Male,85990,3920,18,Canada,<=50K
85,Private,95388,Assoc-voc,4,Separated,Adm-clerical,Not-in-family,White,Female,3650,1215,7,Canada,<=50K
77,Without-pay,575689,7th-8th,13,Never-married,Farming-fishing,Not-in-family,Black,Female,45117,1695,45,Mexico,<=50K
64,Federal-gov,538727,1st-4th,7,Married-spouse-absent,Prof-specialty,Wife,Asian-Pac-Islander,Male,91244,1907,36,Mexico,<=50K
35,State-gov,252601,11th,4,Married-AF-spouse,Farming-fishing,Not-in-family,Black,Male,52772,4814,41,Germany,<=50K
20,Never-worked,1196410,5th-6th,15,Married-AF-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,3190,780,94,Puerto-Rico,>50K
51,Never-worked,1102660,HS-grad,3,Married-AF-spouse,Tech-support,Wife,Black,Female,48113,1019,42,Cambodia,>50K
80,Self-emp-inc,1320035,Doctorate,9,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,8789,3265,7,England,<=50K
65,Never-worked,125111,9th,16,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32125,1403,15,Cambodia,>50K
33,Without-pay,449667,Assoc-acdm,11,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,98695,1426,60,Canada,>50K
60,Local-gov,182982,Prof-school,8,Married-spouse-absent,Protective-serv,Unmarried,Asian-Pac-Islander,Female,17459,663,40,Germany,>50K
46,Private,318185,10th,1,Married-AF-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,35418,2647,83,Canada,>50K
62,Without-pay,1396401,HS-grad,7,Married-spouse-absent,Armed-Forces,Other-relative,Other,Female,47085,10,37,Cambodia,>50K
22,Local-gov,254386,9th,9,Separated,Tech-support,Other-relative,Asian-Pac-Islander,Female,18768,1038,66,Canada,>50K
53,State-gov,1412291,Bachelors,8,Never-married,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,49961,2825,55,Mexico,>50K
40,Never-worked,1265129,Doctorate,8,Widowed,Prof-specialty,Wife,Other,Male,81099,3003,77,Puerto-Rico,<=50K
62,State-gov,481792,7th-8th,13,Married-civ-spouse,Farming-fishing,Not-in-family,Other,Male,27885,4680,95,Philippines,<=50K
69,Never-worked,521174,Preschool,6,Married-AF-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Female,87421,1075,80,Cambodia,<=50K
76,Private,804625,Bachelors,11,Married-civ-spouse,Tech-support,Own-child,Black,Female,61082,3088,56,England,>50K
79,Self-emp-not-inc,671844,9th,4,Married-spouse-absent,Prof-specialty,Own-child,Black,Male,6895,1789,44,England,>50K
48,Private,215246,HS-grad,8,Married-civ-spouse,Tech-support,Own-child,Other,Male,50311,3036,57,Mexico,<=50K
49,Federal-gov,266242,7th-8th,3,Never-married,Armed-Forces,Own-child,Asian-Pac-Islander,Male,89494,4838,6,Puerto-Rico,>50K
83,Without-pay,531083,Doctorate,13,Never-married,Protective-serv,Other-relative,Black,Female,67067,3653,92,United-States,>50K
34,Self-emp-inc,37633,Masters,9,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,71017,3175,32,United-States,<=50K
41,Self-emp-not-inc,1032384,Prof-school,13,Married-AF-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Female,23932,4299,74,India,<=50K
70,Private,886964,11th,2,Divorced,Armed-Forces,Other-relative,Other,Female,21360,1076,18,India,<=50K
74,Local-gov,69104,7th-8th,2,Married-civ-spouse,Armed-Forces,Own-child,Other,Male,54847,973,68,Cambodia,>50K
83,Self-emp-not-inc,979125,Masters,12,Widowed,Machine-op-inspct,Wife,White,Male,90365,1865,73,Mexico,>50K
62,Without-pay,883663,Doctorate,13,Divorced,Protective-serv,Husband,Black,Male,85468,3125,7,Mexico,>50K
40,Never-worked,1136964,Doctorate,15,Divorced,Prof-specialty,Husband,Black,Male,38931,1299,8,Canada,<=50K
48,Self-emp-not-inc,1161154,7th-8th,12,Never-married,Protective-serv,Husband,Black,Female,55823,3406,64,England,<=50K
63,Never-worked,709115,HS-grad,7,Widowed,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,38032,1158,7,England,>50K
39,Without-pay,584678,Masters,12,Married-spouse-absent,Protective-serv,Own-child,Asian-Pac-Islander,Male,81426,3129,41,England,<=50K
82,Private,1354431,HS-grad,10,Married-civ-spouse,Tech-support,Unmarried,Other,Male,18807,104,40,Germany,<=50K
43,Without-pay,1160234,1st-4th,4,Divorced,Exec-managerial,Unmarried,Black,Male,11767,3567,3,Puerto-Rico,>50K
18,Self-emp-not-inc,77993,9th,10,Widowed,Machine-op-inspct,Unmarried,White,Male,8071,4348,17,Japan,<=50K
33,Local-gov,225768,Some-college,8,Married-AF-spouse,Other-service,Other-relative,Black,Male,53413,4390,66,Canada,<=50K
49,State-gov,1226861,7th-8th,9,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,26149,1181,79,United-States,<=50K
25,Self-emp-not-inc,791148,10th,7,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,15540,4644,93,Mexico,>50K
59,Without-pay,1042460,Doctorate,5,Widowed,Exec-managerial,Wife,Other,Male,70248,3138,52,United-States,>50K
64,State-gov,813853,Assoc-acdm,8,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,91737,4394,22,Germany,<=50K
55,Without-pay,762296,7th-8th,16,Widowed,Farming-fishing,Husband,Other,Male,85435,3534,4,United-States,>50K
58,Local-gov,562015,9th,4,Married-AF-spouse,Tech-support,Unmarried,Black,Female,19787,4196,6,England,>50K
42,Without-pay,918850,5th-6th,2,Divorced,Handlers-cleaners,Unmarried,White,Female,20982,3127,38,Philippines,>50K
66,Private,1395828,5th-6th,11,Married-civ-spouse,Adm-clerical,Husband,Other,Female,22606,1774,26,Canada,<=50K
41,Self-emp-inc,277681,Assoc-voc,15,Married-AF-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,10150,3814,11,Philippines,>50K
40,Never-worked,114018,Preschool,16,Widowed,Farming-fishing,Not-in-family,Other,Female,85929,4969,90,India,<=50K
29,Never-worked,1455177,10th,12,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,46936,91,17,Philippines,<=50K
76,Self-emp-not-inc,1362630,Doctorate,6,Divorced,Farming-fishing,Not-in-family,Black,Female,93286,446,88,Japan,>50K
23,Self-emp-inc,249104,Bachelors,9,Married-civ-spouse,Sales,Not-in-family,Black,Female,8593,108,92,Mexico,<=50K
73,Without-pay,862186,Preschool,1,Never-married,Prof-specialty,Husband,Black,Female,17358,4412,31,Germany,>50K
52,Local-gov,213510,Doctorate,11,Married-AF-spouse,Prof-specialty,Wife,Black,Male,82143,3239,77,Mexico,>50K
61,Self-emp-not-inc,1178423,1st-4th,10,Divorced,Transport-moving,Husband,Black,Male,37381,4053,35,Japan,<=50K
36,Without-pay,474162,11th,12,Married-civ-spouse,Craft-repair,Not-in-family,Black,Female,90347,4537,16,Mexico,<=50K
81,State-gov,844899,Masters,7,Married-AF-spouse,Craft-repair,Husband,White,Male,28074,1245,79,Philippines,>50K
24,Federal-gov,955129,Preschool,10,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Male,20595,2720,18,Puerto-Rico,>50K
32,Without-pay,1364613,Doctorate,9,Married-civ-spouse,Tech-support,Other-relative,Black,Male,44194,277,62,Mexico,>50K
30,Self-emp-inc,1144905,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,49377,3056,27,India,>50K
31,Self-emp-not-inc,1099583,Prof-school,9,Married-spouse-absent,Armed-Forces,Wife,Black,Male,26853,4664,35,Canada,<=50K
82,Self-emp-inc,1028806,5th-6th,10,Married-civ-spouse,Armed-Forces,Other-relative,Other,Male,73719,2922,45,Canada,<=50K
48,Self-emp-not-inc,714892,Prof-school,11,Never-married,Protective-serv,Own-child,Black,Male,20661,2513,35,United-States,<=50K
79,Without-pay,1384973,Prof-school,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,50493,838,28,Cambodia,>50K
67,Private,1080899,Preschool,3,Never-married,Priv-house-serv,Own-child,White,Male,36495,2801,9,Philippines,<=50K
41,State-gov,917767,HS-grad,11,Widowed,Handlers-cleaners,Husband,Other,Male,13703,29,76,England,<=50K
74,Without-pay,1180932,Prof-school,13,Never-married,Other-service,Unmarried,Other,Female,53080,1257,15,Japan,<=50K
79,Never-worked,655232,11th,5,Married-AF-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Female,30815,364,21,Germany,<=50K
78,Self-emp-inc,224451,1st-4th,8,Widowed,Priv-house-serv,Unmarried,Black,Female,29565,1800,52,Philippines,>50K
38,Federal-gov,1347176,Bachelors,8,Widowed,Other-service,Not-in-family,White,Female,63321,904,35,Canada,<=50K
74,Federal-gov,575655,Prof-school,4,Never-married,Tech-support,Unmarried,Other,Male,58453,4793,97,United-States,<=50K
74,Local-gov,1123200,10th,15,Divorced,Other-service,Unmarried,White,Female,88478,2178,51,Mexico,<=50K
65,Self-emp-not-inc,423322,7th-8th,15,Separated,Other-service,Not-in-family,Other,Female,33161,2850,83,England,<=50K
68,Self-emp-inc,1303141,10th,12,Married-civ-spouse,Sales,Husband,Black,Male,55991,2836,55,England,>50K
58,Local-gov,88008,7th-8th,11,Married-spouse-absent,Sales,Not-in-family,Other,Male,9716,4446,87,Cambodia,>50K
86,Self-emp-inc,397539,HS-grad,11,Separated,Other-service,Other-relative,Other,Male,33349,179,77,Puerto-Rico,<=50K
31,Never-worked,136492,11th,1,Married-civ-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,47098,3873,44,Cambodia,>50K
70,Self-emp-not-inc,92240,Bachelors,1,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Male,132,3960,65,Mexico,>50K
76,Without-pay,1395035,Some-college,15,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,51990,1186,93,Philippines,>50K
24,Without-pay,1006753,9th,4,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,68921,3959,88,India,>50K
69,Federal-gov,745947,Preschool,6,Married-spouse-absent,Protective-serv,Own-child,Black,Male,36538,773,80,Japan,<=50K
76,Without-pay,292900,Bachelors,8,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Female,99279,4605,25,England,>50K
21,Without-pay,481227,9th,6,Never-married,Tech-support,Wife,Black,Male,7213,4460,87,Germany,>50K
84,Never-worked,1367098,10th,12,Separated,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,44223,352,92,Philippines,<=50K
22,Private,155327,Assoc-voc,9,Never-married,Transport-moving,Wife,Amer-Indian-Eskimo,Male,91655,4507,47,Germany,<=50K
63,Federal-gov,669991,5th-6th,15,Married-spouse-absent,Craft-repair,Unmarried,Asian-Pac-Islander,Male,68371,4830,80,United-States,<=50K
71,Local-gov,862981,9th,15,Married-civ-spouse,Tech-support,Husband,Other,Male,68274,3028,56,Germany,<=50K
56,State-gov,185575,1st-4th,9,Married-AF-spouse,Other-service,Husband,Black,Female,4134,117,38,England,>50K
68,Private,1063445,Assoc-acdm,14,Married-spouse-absent,Sales,Husband,White,Female,91428,481,11,England,<=50K
32,Local-gov,513948,1st-4th,2,Widowed,Protective-serv,Unmarried,White,Male,39601,4287,67,England,>50K
29,Self-emp-not-inc,1375833,Doctorate,10,Never-married,Prof-specialty,Other-relative,Black,Female,73889,2637,15,Philippines,>50K
46,Private,249189,5th-6th,1,Never-married,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,15690,106,1,Philippines,<=50K
35,Never-worked,418465,5th-6th,2,Divorced,Armed-Forces,Own-child,Asian-Pac-Islander,Female,1909,4477,7,Japan,<=50K
33,Local-gov,271051,7th-8th,5,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,91239,4878,1,Canada,>50K
79,Self-emp-not-inc,956705,11th,4,Widowed,Armed-Forces,Other-relative,White,Male,80032,243,49,Puerto-Rico,>50K
35,Federal-gov,669829,12th,4,Married-AF-spouse,Sales,Wife,Black,Male,12062,2632,96,Mexico,<=50K
74,State-gov,733936,HS-grad,9,Never-married,Machine-op-inspct,Husband,Black,Female,75386,4563,73,Mexico,<=50K
71,Self-emp-not-inc,800641,10th,11,Never-married,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,93237,865,29,United-States,<=50K
78,Without-pay,291830,Assoc-acdm,8,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,34731,2981,26,Cambodia,>50K
39,Self-emp-inc,335507,9th,6,Married-spouse-absent,Armed-Forces,Own-child,Asian-Pac-Islander,Male,5153,1561,87,Japan,>50K
25,Self-emp-not-inc,379687,Prof-school,1,Married-spouse-absent,Sales,Husband,Other,Female,10481,603,45,Canada,<=50K
28,Self-emp-not-inc,1244491,11th,2,Married-civ-spouse,Protective-serv,Husband,Other,Female,99270,3062,93,India,>50K
17,State-gov,474179,Assoc-acdm,6,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Male,66425,4018,97,United-States,<=50K
74,Self-emp-inc,1050596,HS-grad,11,Never-married,Priv-house-serv,Own-child,Other,Female,63600,2015,71,Philippines,>50K
17,Without-pay,62828,7th-8th,2,Divorced,Protective-serv,Not-in-family,White,Female,84981,1658,12,Canada,>50K
50,Local-gov,855036,10th,15,Married-spouse-absent,Craft-repair,Husband,Other,Female,71997,3380,95,England,<=50K
64,Local-gov,292670,11th,16,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,28205,3767,32,Philippines,<=50K
17,Self-emp-not-inc,1094168,HS-grad,13,Separated,Prof-specialty,Husband,Other,Female,88887,3770,20,Cambodia,<=50K
32,Never-worked,311126,Assoc-voc,10,Married-AF-spouse,Machine-op-inspct,Wife,Black,Female,81542,1613,51,Cambodia,>50K
77,Never-worked,806639,Assoc-voc,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,44149,4955,81,Mexico,>50K
80,Self-emp-inc,1300617,1st-4th,14,Separated,Transport-moving,Other-relative,White,Male,49112,1879,36,Puerto-Rico,<=50K
79,Self-emp-inc,1419453,1st-4th,5,Married-AF-spouse,Adm-clerical,Wife,Black,Male,10940,4108,67,Puerto-Rico,>50K
85,Without-pay,774296,HS-grad,6,Separated,Handlers-cleaners,Other-relative,Black,Female,59010,2346,1,India,<=50K
38,State-gov,144982,Assoc-acdm,6,Separated,Protective-serv,Own-child,Asian-Pac-Islander,Female,76794,1099,27,Philippines,>50K
83,Federal-gov,1325487,1st-4th,14,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,24485,1074,40,Philippines,<=50K
42,Local-gov,1137195,10th,6,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,89299,786,97,Cambodia,>50K
32,State-gov,328623,11th,14,Widowed,Handlers-cleaners,Wife,White,Male,1067,148,84,England,>50K
67,Private,1219751,Assoc-acdm,2,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,20607,1754,14,England,>50K
73,Local-gov,190963,1st-4th,14,Divorced,Priv-house-serv,Other-relative,White,Male,61597,2169,69,Germany,>50K
45,State-gov,1210402,Some-college,10,Widowed,Other-service,Unmarried,Other,Female,74554,3756,87,England,<=50K
85,Local-gov,887869,9th,14,Widowed,Handlers-cleaners,Other-relative,Black,Female,48521,1179,79,Canada,>50K
63,Federal-gov,1167116,Some-college,13,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,15187,3309,6,Puerto-Rico,<=50K
78,Private,879414,Masters,15,Married-AF-spouse,Protective-serv,Wife,Black,Female,3985,2423,33,England,<=50K
85,Never-worked,206994,Assoc-voc,14,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,43052,4177,55,Japan,<=50K
32,Never-worked,330375,7th-8th,3,Widowed,Other-service,Wife,Other,Female,19563,4587,19,Philippines,<=50K
64,Federal-gov,49301,Bachelors,14,Never-married,Armed-Forces,Own-child,Asian-Pac-Islander,Female,47322,924,77,England,>50K
55,Without-pay,1291300,9th,6,Divorced,Farming-fishing,Wife,Other,Male,61245,1603,29,Germany,<=50K
49,Private,1064327,Assoc-voc,13,Widowed,Prof-specialty,Own-child,Other,Female,51514,3052,61,India,>50K
39,Self-emp-not-inc,213783,Assoc-acdm,8,Never-married,Craft-repair,Own-child,Black,Male,18608,4218,70,India,>50K
26,State-gov,38752,Assoc-acdm,12,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Female,67262,4803,79,Cambodia,>50K
85,Private,1035416,Assoc-acdm,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,92118,2377,80,England,>50K
50,Without-pay,757565,7th-8th,11,Married-spouse-absent,Exec-managerial,Husband,White,Male,71327,3480,24,Philippines,<=50K
68,Without-pay,688755,Some-college,12,Married-spouse-absent,Protective-serv,Wife,Asian-Pac-Islander,Male,57225,3182,23,Philippines,>50K
26,Federal-gov,237029,Bachelors,1,Never-married,Handlers-cleaners,Other-relative,White,Female,73994,2817,10,Puerto-Rico,<=50K
35,Local-gov,927669,10th,1,Married-AF-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,17221,3160,54,India,>50K
74,Private,1124849,1st-4th,16,Married-spouse-absent,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,48506,4805,41,Cambodia,>50K
17,State-gov,1327079,Assoc-acdm,11,Separated,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,20968,4889,49,England,<=50K
85,Private,1188544,12th,13,Never-married,Armed-Forces,Husband,Asian-Pac-Islander,Male,82606,711,17,India,>50K
20,Self-emp-inc,397844,Masters,2,Separated,Protective-serv,Unmarried,Asian-Pac-Islander,Male,27937,2586,56,India,>50K
32,Local-gov,30699,9th,11,Separated,Handlers-cleaners,Own-child,White,Male,62435,2648,45,Philippines,>50K
40,State-gov,1264709,11th,15,Never-married,Exec-managerial,Husband,Other,Male,49508,1717,30,England,>50K
18,Never-worked,554003,1st-4th,12,Divorced,Armed-Forces,Other-relative,White,Female,41831,4352,44,United-States,>50K
48,State-gov,1087745,12th,12,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,42933,870,74,England,<=50K
40,Self-emp-not-inc,538652,Bachelors,6,Never-married,Machine-op-inspct,Wife,White,Male,47307,3574,55,Canada,>50K
28,Federal-gov,138413,7th-8th,9,Never-married,Farming-fishing,Husband,Other,Male,48340,4904,19,India,>50K
66,Self-emp-not-inc,1336502,10th,16,Married-spouse-absent,Protective-serv,Own-child,Asian-Pac-Islander,Male,86338,270,29,Puerto-Rico,<=50K
51,State-gov,1193057,10th,4,Never-married,Armed-Forces,Wife,White,Male,43601,1543,2,United-States,>50K
49,Local-gov,235400,Bachelors,3,Divorced,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,75956,549,36,Germany,<=50K
49,Private,1052532,11th,12,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Female,72178,4663,19,Cambodia,>50K
77,Never-worked,579873,9th,16,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Male,85311,4014,7,England,>50K
67,Private,1247512,Doctorate,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,28754,4454,26,Puerto-Rico,<=50K
59,Local-gov,412136,11th,16,Separated,Prof-specialty,Unmarried,Other,Female,43310,1712,79,Germany,>50K
28,State-gov,409954,Preschool,11,Married-AF-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Male,69893,3240,38,Germany,>50K
83,Without-pay,58067,10th,10,Separated,Craft-repair,Not-in-family,White,Female,86799,1362,3,India,<=50K
81,Private,38073,HS-grad,14,Divorced,Machine-op-inspct,Wife,Black,Female,48367,4893,80,Canada,<=50K
49,Without-pay,56035,9th,9,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,13201,1284,66,India,>50K
56,Private,1264625,Bachelors,12,Married-AF-spouse,Adm-clerical,Wife,Other,Female,2739,886,95,Cambodia,<=50K
59,Private,253782,10th,11,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Male,13231,2258,92,United-States,>50K
60,Never-worked,634661,10th,5,Separated,Farming-fishing,Unmarried,Other,Male,42495,4382,71,Philippines,<=50K
45,Federal-gov,634805,Assoc-acdm,9,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,21168,1785,94,Japan,>50K
29,Federal-gov,746331,Bachelors,2,Divorced,Prof-specialty,Own-child,White,Female,32624,4838,43,United-States,<=50K
